FSTV_YEAR,FSTV_ID,FSTV_REPS_NM,FSTV_NM,SIDO_CD,SIDO_NM,SGG_NM,ADONG_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,FSTV_PERD_CNT,SUM_CNSM_AMT,SUM_CNSM_AMT_1000,SUM_CNSM_AMT_AVG,SUM_CNSM_AMT_1000_AVG
2025,KCTF0039,순창장류축제,순창장류축제,52,전북특별자치도,순창군,순창읍,1,외지인,3,351798311.3000001,351798,117266104,117266
2025,KCTF0039,순창장류축제,순창장류축제,52,전북특별자치도,순창군,순창읍,0,현지인,3,660441.1,660,220147,220
2018,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,140758149.29999998,140758,46919383,46919
2018,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,139306009.29999998,139306,46435336,46435
2018,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,1452140,1452,484047,484
2018,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,135597659.6,135598,45199220,45199
2018,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,3708349.7,3708,1236117,1236
2019,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,155640602,155641,51880201,51880
2019,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,155322202,155322,51774067,51774
2019,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,318400,318,106133,106
2019,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,152296773.60000002,152297,50765591,50766
2019,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,3025428.4,3025,1008476,1008
2022,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,322819856.7,322820,107606619,107607
2022,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,322639156.7,322639,107546386,107546
2022,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,180700,181,60233,60
2022,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,320511383.8,320511,106837128,106837
2022,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,2127772.9,2128,709258,709
2023,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,377226437.2,377226,125742146,125742
2023,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,373608101.8,373608,124536034,124536
2023,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,3618335.4,3618,1206112,1206
2023,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,356242010.20000005,356242,118747337,118747
2023,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,17366091.6,17366,5788697,5789
2024,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,335040692.3,335041,111680231,111680
2024,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,328342948.3,328343,109447649,109448
2024,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,6697744,6698,2232581,2233
2024,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,324559035.00000006,324559,108186345,108186
2024,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,3783913.3,3784,1261304,1261
2025,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,99,전체,3,349159962.3,349160,116386654,116387
2025,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,3,내국인,3,347529498,347529,115843166,115843
2025,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,2,외국인,3,1630464.3,1630,543488,543
2025,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,1,외지인,3,317458635.20000005,317459,105819545,105820
2025,KCTF0040,시흥갯골축제,시흥갯골축제,41,경기도,시흥시,장곡동,0,현지인,3,30070862.799999997,30071,10023621,10024
2018,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,10,1735571228.1999998,1735571,173557123,173557
2018,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,10,1707991840.3999996,1707992,170799184,170799
2018,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,10,27579387.799999997,27579,2757939,2758
2018,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,10,1496620222.6,1496620,149662022,149662
2018,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,10,211371617.79999998,211372,21137162,21137
2019,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,10,1747989866.0999997,1747990,174798987,174799
2019,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,10,1726796241.0999997,1726796,172679624,172680
2019,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,10,21193625,21194,2119362,2119
2019,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,10,1540444368.9999995,1540444,154044437,154044
2019,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,10,186351872.1,186352,18635187,18635
2022,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,5,1192248297.2,1192248,238449659,238450
2022,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,5,1181492415.3,1181492,236298483,236298
2022,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,5,10755881.9,10756,2151176,2151
2022,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,5,1124737094.3999999,1124737,224947419,224947
2022,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,5,56755320.900000006,56755,11351064,11351
2023,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,8,1673199762.8999994,1673200,209149970,209150
2023,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,8,1646115896.1999996,1646116,205764487,205764
2023,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,8,27083866.700000003,27084,3385483,3386
2023,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,8,1520105496.8999996,1520105,190013187,190013
2023,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,8,126010399.30000001,126010,15751300,15751
2024,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,10,1812728645.5000002,1812729,181272865,181273
2024,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,10,1770645355.2,1770645,177064536,177064
2024,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,10,42083290.3,42083,4208329,4208
2024,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,10,1682449157.4,1682449,168244916,168245
2024,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,10,88196197.80000001,88196,8819620,8820
2025,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,99,전체,10,2081435245.3999999,2081435,208143525,208144
2025,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,3,내국인,10,2008042696,2008043,200804270,200804
2025,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,2,외국인,10,73392549.4,73393,7339255,7339
2025,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,1,외지인,10,1887807301.4,1887807,188780730,188781
2025,KCTF0041,안동탈춤축제,안동탈춤축제,47,경상북도,안동시,중구동,0,현지인,10,120235394.60000002,120235,12023539,12024
2018,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,99,전체,5,231646183.29999995,231646,46329237,46329
2018,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,3,내국인,5,228683383.29999995,228683,45736677,45737
2018,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,2,외국인,5,2962800,2963,592560,593
2018,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,1,외지인,5,227531096.7,227531,45506219,45506
2018,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,0,현지인,5,1152286.6,1152,230457,230
2022,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,99,전체,4,414867261.59999996,414867,103716815,103717
2022,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,3,내국인,4,410866045,410866,102716511,102716
2022,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,2,외국인,4,4001216.6,4001,1000304,1000
2022,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,1,외지인,4,409398251,409398,102349563,102350
2022,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,0,현지인,4,1467794,1468,366948,367
2023,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,99,전체,4,436766766.40000004,436767,109191692,109192
2023,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,3,내국인,4,428643826.40000004,428644,107160957,107161
2023,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,2,외국인,4,8122940,8123,2030735,2031
2023,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,1,외지인,4,422486597.6,422487,105621649,105622
2023,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,0,현지인,4,6157228.800000001,6157,1539307,1539
2024,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,99,전체,4,458662783.6,458663,114665696,114666
2024,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,3,내국인,4,455105482,455105,113776370,113776
2024,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,2,외국인,4,3557301.6,3557,889325,889
2024,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,1,외지인,4,451931016.09999996,451931,112982754,112983
2024,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,0,현지인,4,3174465.9000000004,3174,793616,794
2025,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,99,전체,4,353238802.9,353239,88309701,88310
2025,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,3,내국인,4,348360504,348361,87090126,87090
2025,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,2,외국인,4,4878298.9,4878,1219575,1220
2025,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,1,외지인,4,338848912.1,338849,84712228,84712
2025,KCTF0042,안성맞춤남사당바우덕이축제,안성맞춤남사당바우덕이축제,41,경기도,안성시,보개면,0,현지인,4,9511591.9,9512,2377898,2378
2018,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,99,전체,3,93079315.69999999,93079,31026439,31026
2018,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,3,내국인,3,93047215.69999999,93047,31015739,31016
2018,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,2,외국인,3,32100,32,10700,11
2018,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,1,외지인,3,92951757.79999998,92952,30983919,30984
2018,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,0,현지인,3,95457.9,95,31819,32
2019,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,99,전체,3,175592545.5,175593,58530848,58531
2019,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,3,내국인,3,175317345.5,175317,58439115,58439
2019,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,2,외국인,3,275200,275,91733,92
2019,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,1,외지인,3,175165682.10000002,175166,58388561,58389
2019,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,0,현지인,3,151663.4,152,50554,51
2022,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,99,전체,3,196122309.1,196122,65374103,65374
2022,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,3,내국인,3,195346669.1,195347,65115556,65116
2022,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,2,외국인,3,775640,776,258547,259
2022,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,1,외지인,3,194263034,194263,64754345,64754
2022,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,0,현지인,3,1083635.1,1084,361212,361
2023,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,99,전체,3,212784181.7,212784,70928061,70928
2023,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,3,내국인,3,212283028.7,212283,70761010,70761
2023,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,2,외국인,3,501153,501,167051,167
2023,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,1,외지인,3,210078093.5,210078,70026031,70026
2023,KCTF0043,알프스하동섬진강문화재첩축제,알프스하동섬진강문화재첩축제,48,경상남도,하동군,하동읍,0,현지인,3,2204935.2,2205,734978,735
2018,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,99,전체,4,1053308161.1,1053308,263327040,263327
2018,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,3,내국인,4,1052404611.1,1052405,263101153,263101
2018,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,2,외국인,4,903550,904,225888,226
2018,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,1,외지인,4,1049263229.6,1049263,262315807,262316
2018,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,0,현지인,4,3141381.5,3141,785345,785
2019,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,99,전체,4,933677683.8999997,933678,233419421,233420
2019,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,3,내국인,4,930509157.3999997,930509,232627289,232627
2019,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,2,외국인,4,3168526.5,3169,792132,792
2019,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,1,외지인,4,928002119.1999997,928002,232000530,232000
2019,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,0,현지인,4,2507038.1999999997,2507,626760,627
2022,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,99,전체,3,1256119972.6999998,1256120,418706658,418707
2022,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,3,내국인,3,1254255261.6999998,1254255,418085087,418085
2022,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,2,외국인,3,1864711,1865,621570,622
2022,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,1,외지인,3,1251629092.6999998,1251629,417209698,417210
2022,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,0,현지인,3,2626169,2626,875390,875
2023,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,99,전체,5,1283597958.2999997,1283598,256719592,256720
2023,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,3,내국인,5,1280518265.5999997,1280518,256103653,256104
2023,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,2,외국인,5,3079692.7,3080,615939,616
2023,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,1,외지인,5,1277261391.3999996,1277261,255452278,255452
2023,KCTF0044,양양송이축제,양양송이축제,51,강원특별자치도,양양군,양양읍,0,현지인,5,3256874.2,3257,651375,651
2018,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,99,전체,3,152873033.3,152873,50957678,50958
2018,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,3,내국인,3,152783863.3,152784,50927954,50928
2018,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,2,외국인,3,89170,89,29723,30
2018,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,1,외지인,3,150162831.5,150163,50054277,50054
2018,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,0,현지인,3,2621031.8000000003,2621,873677,874
2022,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,99,전체,3,366328816.4,366329,122109605,122110
2022,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,3,내국인,3,364828766.4,364829,121609589,121610
2022,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,2,외국인,3,1500050,1500,500017,500
2022,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,1,외지인,3,361727026.4,361727,120575675,120576
2022,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,0,현지인,3,3101740,3102,1033913,1034
2023,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,99,전체,3,349138144.50000006,349138,116379382,116379
2023,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,3,내국인,3,347463044.50000006,347463,115821015,115821
2023,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,2,외국인,3,1675100,1675,558367,558
2023,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,1,외지인,3,345075788.00000006,345076,115025263,115025
2023,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,0,현지인,3,2387256.5,2387,795752,796
2024,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,99,전체,3,330739513.8,330740,110246505,110247
2024,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,3,내국인,3,327209107.6,327209,109069703,109070
2024,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,2,외국인,3,3530406.2,3530,1176802,1177
2024,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,1,외지인,3,325117128,325117,108372376,108372
2024,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,0,현지인,3,2091979.6,2092,697327,697
2025,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,99,전체,3,382238221.9,382238,127412741,127413
2025,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,3,내국인,3,379384957.29999995,379385,126461652,126462
2025,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,2,외국인,3,2853264.6,2853,951088,951
2025,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,1,외지인,3,377733998.1,377734,125911333,125911
2025,KCTF0045,여주오곡나루축제,여주오곡나루축제,41,경기도,여주시,오학동,0,현지인,3,1650959.2000000002,1651,550320,550
2018,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,766563255,766563,191640814,191641
2018,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,765914175,765914,191478544,191478
2018,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,649080,649,162270,162
2018,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,761082442.8,761082,190270611,190270
2018,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,4831732.2,4832,1207933,1208
2019,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,743141247.1000001,743141,185785312,185785
2019,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,742405761.6000001,742406,185601440,185602
2019,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,735485.5,735,183871,184
2019,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,737609203.8000002,737609,184402301,184402
2019,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,4796557.8,4797,1199139,1199
2022,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,578187970.8,578188,144546993,144547
2022,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,576953266.8,576953,144238317,144238
2022,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,1234704,1235,308676,309
2022,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,576402987.4000001,576403,144100747,144101
2022,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,550279.4,550,137570,138
2023,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,635671295.3,635671,158917824,158918
2023,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,634645895.3,634646,158661474,158662
2023,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,1025400,1025,256350,256
2023,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,633256395.3999999,633256,158314099,158314
2023,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,1389499.9,1389,347375,347
2024,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,730924710.7,730925,182731178,182731
2024,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,729839570.3000001,729840,182459893,182460
2024,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,1085140.4,1085,271285,271
2024,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,728575750.2,728576,182143938,182144
2024,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,1263820.1,1264,315955,316
2025,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,99,전체,4,910051235.0000005,910051,227512809,227513
2025,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,3,내국인,4,907166081.5000005,907166,226791520,226792
2025,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,2,외국인,4,2885153.5,2885,721288,721
2025,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,1,외지인,4,905152350.0000005,905152,226288088,226288
2025,KCTF0046,연천구석기축제,연천구석기축제,41,경기도,연천군,전곡읍,0,현지인,4,2013731.5000000002,2014,503433,504
2018,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,99,전체,4,1130049772.2,1130050,282512443,282512
2018,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,3,내국인,4,1129853072.2,1129853,282463268,282463
2018,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,2,외국인,4,196700,197,49175,49
2018,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,1,외지인,4,1122778714,1122779,280694678,280695
2018,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,0,현지인,4,7074358.199999999,7074,1768590,1768
2019,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,99,전체,4,1167071558.6000001,1167072,291767890,291768
2019,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,3,내국인,4,1164579908.6000001,1164580,291144977,291145
2019,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,2,외국인,4,2491650,2492,622912,623
2019,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,1,외지인,4,1161666016.5,1161666,290416504,290416
2019,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,0,현지인,4,2913892.0999999996,2914,728473,728
2023,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,99,전체,3,1302062758,1302063,434020919,434021
2023,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,3,내국인,3,1300589358,1300589,433529786,433530
2023,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,2,외국인,3,1473400,1473,491133,491
2023,KCTF0047,영덕대게축제,영덕대게축제,47,경상북도,영덕군,강구면,1,외지인,3,1299610100.6,1299610,433203367,433203
