癤우닕諛뺤뾽泥대챸,﻿숙박업체명,업종,객실수,주소
스테이피치스 경주점,호스텔업,3,"경상북도 경주시 동성로 93, 2층 (노동동)"
아오라맨션,호스텔업,3,"경주시 노서동 133-25번지, 1-2층"
㈜이랜드파크 한국콘도 경주보문,휴양콘도미니엄업,108,경상북도 경주시 보문로 353
한화호텔앤드리조트㈜ 경주휴양콘도미니엄,휴양콘도미니엄업,394,경상북도 경주시 보문로 182-27
㈜이랜드파크 켄싱턴리조트 경주,휴양콘도미니엄업,555,경상북도 경주시 보문로 182-29
마우나오션 휴양콘도미니엄,휴양콘도미니엄업,204,경상북도 경주시 양남면 동남로 1021
일성보문콘도미니엄,휴양콘도미니엄업,122,경상북도 경주시 보문로 365
소노벨 경주,휴양콘도미니엄업,418,경상북도 경주시 보문로 402-12
강동리조트,휴양콘도미니엄업,293,경상북도 경주시 천군로 95-32
㈜성호리조트,휴양콘도미니엄업,140,경상북도 경주시 외동읍 영지로 636
브라운도트 호텔 경주점,소형호텔업,29,경상북도 경주시 진현로1길4(진현동)
김천파크관광호텔,관광호텔업,40,경북 김천시 대항면 향천리 327-3 
㈜김천그랜드호텔,관광호텔업,55,경북 김천시 송설로 146 (부곡동)
안동 그랜드 호텔,관광호텔업,77,경상북도 안동시 관광단지로 346-84 (성곡동)
씨엠파크호텔 주식회사,관광호텔업,62,경상북도 안동시 풍천면 검무로 10-17
브라운도트 풍산점,관광호텔업,40,경상북도 안동시 풍산읍 풍산태사로 1023-6
스탠포드호텔안동 주식회사,관광호텔업,150,"경상북도 안동시 풍천면 도청대로 400, 스탠포드호텔안동"
리첼호텔,가족호텔업,90,경상북도 안동시 관광단지로 346-69 (성곡동)
안동 호스텔 1호점,호스텔업,12,경상북도 안동시 호암길 13 (송현동)
베네치아 호스텔,호스텔업,5,경상북도 안동시 용상북1길 51 (용상동)
안동풍경 호스텔 n LIBRARY,호스텔업,9,경상북도 안동시 노하2길 19-5 (노하동)
더스터닝,호스텔업,6,경상북도 안동시 뒨지게길 22-10 (정하동)
킹덤호스텔,호스텔업,20,경상북도 안동시 광석2길 29-15 (광석동)
더스터닝-2,호스텔업,4,경상북도 안동시 예일길 22 (정하동)
펜션달안동,호스텔업,9,경상북도 안동시 동악골길 95 (와룡면)
사적공간,호스텔업,2,경상북도 안동시 용상북길 1-1 (용상동)
㈜호텔금오산,관광호텔업,130,경상북도 구미시 금오산로 400 (남통동)
㈜구미센츄리호텔,관광호텔업,131,경상북도 구미시 3공단1로 296 (임수동)
호텔 스테이 구미,관광호텔업,60,경상북도 구미시 여헌로 9 (인의동)
STAY THE GONGDAN HOTEL,관광호텔업,41,경상북도 구미시 1공단로5길 86-15 (공단동)
파크비지니스관광호텔,관광호텔업,42,경상북도 구미시 금오산로 217-16 (남통동)
풍기관광호텔,관광호텔업,42,경상북도 영주시 풍기읍 풍기로 53
영주온천관광호텔,관광호텔업,52,"경상북도 영주시 대학로240번길 8, 영주온천관광호텔 (가흥동)"
영주리치관광호텔,관광호텔업,35,경상북도 영주시 대학로 15 (휴천동)
제제게스트하우스,호스텔업,5,경상북도 영주시 대학로22번길 9 (휴천동)
보현산별빛테마마을 본관동,호스텔업,6,경상북도 영천시 화북면 정각길 22
아우노펠리스,소형호텔업,20,경상북도 영천시 상신기길 150 (언하동)
블루원 상주골프리조트,휴양콘도미니엄업,52,경상북도 상주시 모서면 화현3길 127
주식회사 이화관광 (문경새재호텔),관광호텔업,43,경상북도 문경시 문경읍 새재2길 32-11
문경그랜드리조트,관광호텔업,46,경상북도 문경시 문경읍 상초리 355-2
STX문경리조트,휴양콘도미니엄업,200,경상북도 문경시 농암면 청화로 509
㈜문경레저타운 문경새재리조트,휴양콘도미니엄업,66,경상북도 문경시 문경읍 웰빙타운길 7-12
㈜상대온천관광호텔,관광호텔업,50,경산시 남산면 상대로116길 18
주왕산관광호텔,관광호텔업,46,경상북도 청송군 청송읍 중앙로 315
소노벨 청송,휴양콘도미니엄업,314,경상북도 청송군 주왕산면 소노로 38
동해해상관광호텔(주),관광호텔업,55,경상북도 영덕군 강구면 삼사길 108-10
오션힐파크 호텔펜션,가족호텔업,30,경상북도 영덕군 강구면 해상공원길 115 (리베라)
오션비치 휴양콘도미니엄,휴양콘도미니엄업,58,경상북도 영덕군 강구면 동해대로 4265-43 (오션뷰컨트리클럽)
힐링턴 콘도,가족호텔업,36,경상북도 영덕군 남정면 동해대로 3478
㈜용암온천관광호텔,관광호텔업,35,경북 청도군 화양읍 온천길 23
대가야호스텔,호스텔업,17,"경상북도 고령군 쌍림면 미숭로 225, 고령군향토문화학교"
대가야의 목금토-꿈꾸는 시간여행자센터,호스텔업,5,경상북도 고령군 대가야읍 시장1길 9-10
가야호텔,관광호텔업,91, 성주군 수륜면 가야산식물원길 52
센트로 관광호텔,관광호텔업,54,왜관읍 중앙로 152-3
춘양목호스텔,호스텔업,18, 봉화군 춘양면 운곡1길 8-18
호텔덕구온천,관광호텔업,102,울진군 북면 덕구온천로 924
울진그랜드호텔,관광호텔업,40,울진군 현내항길 97
덕구온천콘도,휴양콘도미니엄업,74,울진군 북면 덕구온천로 921
파인뷰 호스텔,호스텔업,7,울진군 근남면 세포1길 47
세상의모든아침,호스텔업,19,울진군 기성면 망양1길 34
고궁,호스텔업,7,울진군 죽변면 죽변리 3-27
울릉도 이사부 호텔,소형호텔업,24,경상북도 울릉군 울릉읍 도동1길 21-1
울릉관광옥천호텔,호스텔업,24,경상북도 울릉군 울릉읍 옥천길 148
울릉도패밀리호텔,가족호텔업,30,경상북도 울릉군 울릉읍 도동2길 8-6
우듬지 호스텔,호스텔업,28,경상북도 울릉군 울릉읍 도동1길 25
산호호텔,호스텔업,19,경상북도 울릉군 울릉읍 도동3길 22
울릉관광호텔,소형호텔업,22,경상북도 울릉군 울릉읍 사동2길 188
신흥호텔,호스텔업,15,경상북도 울릉군 울릉읍 도동3길 19
비치온 관광호텔,관광호텔업,51,경상북도 울릉군 울릉읍 울릉순환로 772
풍경채 호스텔,호스텔업,10,경상북도 울릉군 울릉읍 저동4길 47
늘푸름 호스텔,호스텔업,13,경상북도 울릉군 울릉읍 간령길 93-60
상일호스텔,호스텔업,14,경상북도 울릉군 울릉읍 울릉순환로 680
위드U,호스텔업,28,경상북도 울릉군 울릉읍 울릉순환로 219-3
광장호스텔,호스텔업,4,경상북도 울릉군 서면 태하길 196
JD호스텔,호스텔업,8,경상북도 울릉군 울릉읍 울릉순환로 164-2
울릉푸른나무호스텔,호스텔업,7,경상북도 울릉군 울릉읍 울릉순환로 527-5
시에스타 펜션,호스텔업,12,경상북도 울릉군 울릉읍 울릉순환로 31-19
다온프라임 호스텔,호스텔업,48,경상북도 울릉군 울릉읍 봉래길 6-75
The Hill(더 힐),호스텔업,8,경상북도 울릉군 울릉읍 신리길 85
섬바디관광호텔,호스텔업,27,"경상북도 울릉군 울릉읍 도동3길 20, 섬바디"
센텀스테이,호스텔업,3,"경상북도 울릉군 울릉읍 봉래길 14-7(4,5층)"
스테이22,호스텔업,8,경상북도 울릉군 울릉읍 옥천2길 24
우산국 호스텔,호스텔업,20,경상북도 울릉군 울릉읍 도동2길 34
올레펜션,호스텔업,10,경상북도 울릉군 울릉읍 저동4길 93
연하정,호스텔업,3,경상북도 울릉군 북면 울릉순환로 3130
스테이만디,호스텔업,5,경상북도 울릉군 울릉읍 도동길 149-52
새마을 인성교육관,한옥체험업,10,경상북도 포항시 북구 기계면 새마을발상지길 130
포항전통문화체험관,한옥체험업,10,경상북도 포항시 북구 기북면 덕동문화길 7
남산댁,한옥체험업,1,경상북도 경주시 강동면 양동마을길 147-6
락희원,한옥체험업,4,경상북도 경주시 포석로1050번길 43 (황남동)
옥산정사 독락당,한옥체험업,4,경상북도 경주시 안강읍 옥산서원길 300-3
유연재,한옥체험업,1,경상북도 경주시 강동면 양동마을안길 7-4
사랑채,한옥체험업,1,"경상북도 경주시 포석로1068번길 23 (황남동, 사랑채)"
향단,한옥체험업,1,경상북도 경주시 강동면 양동마을길 121-75
야선재,한옥체험업,1,경상북도 경주시 남산예길 103 (남산동)
수리뫼,한옥체험업,1,경상북도 경주시 내남면 포석로 110-34 (용산서원)
소요유,한옥체험업,3,경상북도 경주시 내남면 수통골길 108
김호장군고택,한옥체험업,3,경상북도 경주시 식혜골길 35 (탑동)
수오재,한옥체험업,4,경상북도 경주시 배반중리길 71-20 (배반동)
충의당,한옥체험업,5,"경상북도 경주시 내남면 충의당길 15, 충의당"
해저고택,한옥체험업,5,경상북도 경주시 강동면 양동마을안길 99-1
구토란 펜션,한옥체험업,1,경상북도 경주시 내남면 귀계길 17-25
휴휴산방,한옥체험업,1,경상북도 경주시 강동면 양동마을안길 47-19
월암재,한옥체험업,2,경상북도 경주시 남간안길 5-10 (탑동)
휴원,한옥체험업,3,경상북도 경주시 충효서악길 154 (서악동)
도봉서당,한옥체험업,7,경상북도 경주시 서악4길 58 (서악동)
봄날&꽃자리,한옥체험업,6,경상북도 경주시 포석로1092번길 46-6 (황남동)
칠불암한옥,한옥체험업,1,경상북도 경주시 칠불암길 77-8 (남산동)
풍정,한옥체험업,5,경상북도 경주시 원효로272번길 5 (구황동)
오은정,한옥체험업,7,경상북도 경주시 칠불암길 57-3 (남산동)
계림궁,한옥체험업,1,경상북도 경주시 포석로 932 (탑동)
칠불암한옥펜션,한옥체험업,6,경상북도 경주시 칠불암길 83-1 (남산동)
남산전통한옥,한옥체험업,10,경상북도 경주시 칠불암길 83 (남산동)
황토마루,한옥체험업,7,경상북도 경주시 문무대왕면 상범길 159-2
가온실라,한옥체험업,5,경상북도 경주시 놋전2길 5-1 (황남동)
청공,한옥체험업,5,경상북도 경주시 이구2길 5-6 (구정동)
송학,한옥체험업,1,경상북도 경주시 보불로 64 (마동)
스테이 미녹,한옥체험업,3,경상북도 경주시 도초길 124-31 (율동)
예,한옥체험업,1,경상북도 경주시 포석로 1040-3 (황남동)
낙원한옥,한옥체험업,6,경상북도 경주시 강동면 양동마을길 153-1
토함산방,한옥체험업,1,경상북도 경주시 외동읍 신계상신길 131-19
진평재,한옥체험업,6,경상북도 경주시 보문마을3길 9 (보문동)
신라궁,한옥체험업,1,경상북도 경주시 보정로 643-8 (천군동)
초심산방,한옥체험업,1,경상북도 경주시 외동읍 신계입실길 86-24
한옥민박 라온,한옥체험업,1,경상북도 경주시 금성로182번길 11-8 (사정동)
자연을닮은소박한집,한옥체험업,2,경상북도 경주시 천북면 동산7길 17-2
석정,한옥체험업,3,경상북도 경주시 외동읍 신계입실길 86-8
사랑방서재,한옥체험업,18,경상북도 경주시 원효로163번길 41-2 (황오동)
남산한옥,한옥체험업,37,경상북도 경주시 남간안길 11-16 (탑동)
황남관 한옥마을,한옥체험업,6,경상북도 경주시 포석로 1038 (황남동)
주식회사 황남관,한옥체험업,1,경상북도 경주시 포석로 1036 (황남동)
경주한옥펜타운,한옥체험업,4,경상북도 경주시 강동면 인좌안길 32-39
소담정,한옥체험업,11,"경상북도 경주시 첨성로49번길 17, 1층 (사정동)"
만호고택,한옥체험업,6,경상북도 경주시 강동면 양동마을길 147-4
영교당,한옥체험업,3,경상북도 경주시 외동읍 신계상신길 77
경주한옥펜타운,한옥체험업,1,경상북도 경주시 강동면 인좌안길 32-17
오람정,한옥체험업,4,경상북도 경주시 내남면 내남로 393-62
경주천년한옥펜션,한옥체험업,4,경상북도 경주시 시동로 86-61 (시래동)
옛뜰에,한옥체험업,1,경상북도 경주시 밝은마을길 9 (구황동)
경주 수호정,한옥체험업,5,경상북도 경주시 포석로1068번길 15-15 (황남동)
금성일기,한옥체험업,9,경상북도 경주시 쪽샘길 4-3 (인왕동)
국당서원,한옥체험업,1,경상북도 경주시 강동면 부조중명길 362-43
셔블,한옥체험업,8,경상북도 경주시 포석로1092번길 26-1 (황남동)
서남산 한옥 스테이,한옥체험업,6,경상북도 경주시 내남면 포석로 435-12
서남산한옥,한옥체험업,4,경상북도 경주시 내남면 포석로 435-13
경주후연지 한옥펜션,한옥체험업,11,경상북도 경주시 내남면 포석로 435-7
신라전통한옥스테이 월정루,한옥체험업,4,경상북도 경주시 천원2길 25-10 (교동)
문화공간 진,한옥체험업,1,경상북도 경주시 동성로 83 (노서동)
소설재,한옥체험업,7,경상북도 경주시 포석로1050번길 46 (황남동)
온마루 한옥풀빌라,한옥체험업,4,경상북도 경주시 하동당숲길 23-3 (하동)
서남산한옥관,한옥체험업,3,경상북도 경주시 내남면 포석로 435-9
헤윰한옥,한옥체험업,4,경상북도 경주시 화계로 743-14 (율동)
경주후연지 한옥펜션,한옥체험업,3,경상북도 경주시 내남면 포석로 435-11
운정루,한옥체험업,9,경상북도 경주시 칠불암길 77-14 (남산동)
위연재,한옥체험업,9,경상북도 경주시 쪽샘길 7 (황남동)
KLAMP,한옥체험업,5,경상북도 경주시 첨성로99번길 23-8 (황남동)
경주 서라벌 한옥관,한옥체험업,5,경상북도 경주시 태종로700번길 7-2 (사정동)
전통한옥1번가,한옥체험업,5,경상북도 경주시 천원1길 22 (탑동)
경주한옥펜타운,한옥체험업,10,경상북도 경주시 강동면 인좌안길 32-37
경주한옥펜타운,한옥체험업,5,경상북도 경주시 강동면 인좌안길 32-49
펜션 더나인 플러스,한옥체험업,5,경상북도 경주시 충효서악길 87-0 (서악동)
경주 혜윰 한옥 풀빌라 펜션,한옥체험업,4,경상북도 경주시 화계로 759 (율동)
경주엔한옥펜션,한옥체험업,19,경상북도 경주시 충효서악길 83 (서악동)
경주엔한옥펜션,한옥체험업,9,경상북도 경주시 충효서악길 81 (서악동)
한옥펜션 더 나인,한옥체험업,3,경상북도 경주시 충효서악길 85 (서악동)
용장 한옥 펜션,한옥체험업,10,경상북도 경주시 내남면 용장3길 26-9
와담정,한옥체험업,2,경상북도 경주시 천원1길 16-1 (탑동)
시우와당,한옥체험업,3,경상북도 경주시 첨성로99번길 21 (황남동)
경주 감포한옥펜션,한옥체험업,4,경상북도 경주시 감포읍 감포로10길 40-11
소이한옥,한옥체험업,10,경상북도 경주시 첨성로81번길 22-4 (황남동)
스테이 라인,한옥체험업,15,경상북도 경주시 포석로1068번길 26 (황남동)
경주 여락,한옥체험업,6,경상북도 경주시 포석로 1054 (황남동)
나들한옥,한옥체험업,6,경상북도 경주시 쪽샘길 4-1 (인왕동)
석굴암 한옥,한옥체험업,2,경상북도 경주시 문무대왕면 석굴로 110-139
산죽한옥마을,한옥체험업,6,경상북도 경주시 불국로 156 (마동)
불국사 한옥,한옥체험업,3,경상북도 경주시 진티길 5-52 (진현동)
신라 고택,한옥체험업,7,경상북도 경주시 포석로1068번길 22-3 (황남동)
경주 교동 한옥집,한옥체험업,3,경상북도 경주시 천원안길 21-6 (교동)
내 생애 경주,한옥체험업,15,경상북도 경주시 양정로 31-6 (인왕동)
경주 아라뜰 한옥펜션,한옥체험업,1,경상북도 경주시 감포읍 감포로10길 40-7
한옥호텔 더신라,한옥체험업,1,경상북도 경주시 소티남길 19-23 (율동)
경주 신라 한옥호텔,한옥체험업,2,경상북도 경주시 소티남길 19-25 (율동)
경주 한옥,한옥체험업,3,경상북도 경주시 도초길 124-27 (율동)
한옥스테이 화랑루,한옥체험업,3,경상북도 경주시 포석로 828-11 (배동)
한옥스테이 원화루,한옥체험업,5,경상북도 경주시 포석로 828-21 (배동)
경주 감포한옥 풀빌라 펜션 머무름,한옥체험업,4,경상북도 경주시 감포읍 감포로10길 40-9
역락재,한옥체험업,1,경상북도 경주시 포석로1050번길 9-3 (황남동)
샘당,한옥체험업,4,경상북도 경주시 내남면 망성1길 84-21
평사리 한옥민박,한옥체험업,10,경상북도 경주시 첨성로111번길 7-4 (황남동)
경주 춘추관,한옥체험업,3,경상북도 경주시 대경로 4821-5 (서악동)
황리단길 스테이,한옥체험업,2,경상북도 경주시 첨성로49번길 10-1 (사정동)
경주 오릉 한옥,한옥체험업,3,경상북도 경주시 국당1길 15-1 (사정동)
휴휴당,한옥체험업,4,경상북도 경주시 첨성로99번길 25-10 (황남동)
상우당,한옥체험업,3,경상북도 경주시 새남산길 51-2 (남산동)
더 신라 한옥호텔,한옥체험업,3,경상북도 경주시 소티남길 19-17 (율동)
더 신라 한옥호텔,한옥체험업,3,경상북도 경주시 소티남길 19-21 (율동)
경주 신라 한옥호텔 A,한옥체험업,3,경상북도 경주시 소티남길 19-19 (율동)
한옥호텔 더 신라,한옥체험업,3,경상북도 경주시 소티남길 19-38 (율동)
경주 신라 한옥호텔 B,한옥체험업,3,경상북도 경주시 소티남길 19-40 (율동)
낙안재,한옥체험업,6,경상북도 경주시 사정로 46-23 (사정동)
경주 한옥 한채 문고리 풀빌라 펜션,한옥체험업,4,경상북도 경주시 외외길 172-32 (효현동)
교동게하,한옥체험업,2,경상북도 경주시 첨성로73번길 6 (황남동)
수야 전통체험,한옥체험업,3,경상북도 경주시 포석로 1078-7 (황남동)
경주 한옥스테이 갓거랑길,한옥체험업,6,경상북도 경주시 갓거랑길 12 (마동)
마당한옥,한옥체험업,3,경상북도 경주시 사정로18번길 18-5 (사정동)
경주 신라 한옥호텔,한옥체험업,3,경상북도 경주시 소티남길 19-36 (율동)
경주 신라 한옥 호텔 C,한옥체험업,5,경상북도 경주시 소티남길 19-42 (율동)
한옥人,한옥체험업,3,경상북도 경주시 포석로1050번길 19 (황남동)
경주 한옥펜션 투유,한옥체험업,3,경상북도 경주시 감포읍 감포로10길 40-17
경주 한옥펜션 투미,한옥체험업,8,경상북도 경주시 감포읍 감포로10길 40-21
화림정 민박,한옥체험업,6,경상북도 경주시 첨성로 177-3 (인왕동)
누리봄,한옥체험업,4,경상북도 경주시 금성로196번길 11-3 (사정동)
오소한옥 part2,한옥체험업,2,경상북도 경주시 남산예길 99-6 (남산동)
오소한옥 part3,한옥체험업,4,경상북도 경주시 남산예길 99-8 (남산동)
오소한옥(oso hanok),한옥체험업,2,경상북도 경주시 남산예길 99-4 (남산동)
스테이인연,한옥체험업,1,경상북도 경주시 첨성로49번길 24-3 (사정동)
흐르는결(Flowing Texture Hanok),한옥체험업,2,경상북도 경주시 포석로1092번길 62-4 (황남동)
수향,한옥체험업,1,경상북도 경주시 첨성로 109 (황남동)
수한옥,한옥체험업,2,경상북도 경주시 내남면 백양길 5-3
경주일기,한옥체험업,8,경상북도 경주시 숲머리길 130-3 (보문동)
시은재,한옥체험업,2,경상북도 경주시 숲머리길 130-3 (보문동)
경주읍성한옥,한옥체험업,2,경상북도 경주시 봉황로116번길 14-3 (북부동)
조히,한옥체험업,2,경상북도 경주시 원효로213번길 7 (황오동)
연이재,한옥체험업,2,경상북도 경주시 첨성로99번길 25-8 (황남동)
경주 미담 한옥 펜션,한옥체험업,1,경상북도 경주시 외동읍 진현신계길 70-5
경주 미담 한옥 풀빌라,한옥체험업,1,경상북도 경주시 외동읍 진현신계길 70-7
오릉도원,한옥체험업,1,경상북도 경주시 남간안길 11-9 (탑동)
소소정,한옥체험업,1,경상북도 경주시 사정로50번길 10 (사정동)
황오1976,한옥체험업,2,경상북도 경주시 원효로213번길 9 (황오동)
소소정 별채,한옥체험업,2,경상북도 경주시 사정로50번길 3-1 (사정동)
첨성관,한옥체험업,6,경상북도 경주시 쪽샘길 9 (황남동)
하루,한옥체험업,1,경상북도 경주시 포석로1050번길 12-7 (황남동)
곡포초당,한옥체험업,3,경상북도 경주시 강동면 양동마을안길 75-31
감포별빛한옥,한옥체험업,5,경상북도 경주시 감포읍 감포로10길 40-23
스테이 여우잠,한옥체험업,2,경상북도 경주시 포석로 1045-10 (사정동)
오수당,한옥체험업,1,"경상북도 경주시 첨성로81번길 28-13, 2층 (황남동)"
일희원(유유히),한옥체험업,1,경상북도 경주시 첨성로99번길 25-3 (황남동)
경주한옥독채풀빌라펜션 하녹,한옥체험업,1,경상북도 경주시 내남로 517 (율동)
소요재,한옥체험업,2,경상북도 경주시 사정로57번길 5 (사정동)
잎새달 스므날,한옥체험업,7,경상북도 경주시 포석로 976-2 (황남동)
쪽샘집,한옥체험업,1,경상북도 경주시 원화로181번길 13-5 (인왕동)
무울,한옥체험업,1,경상북도 경주시 포석로1095번길 28 (사정동)
자담정,한옥체험업,3,경상북도 경주시 북성로56번길 8-2 (서부동)
연곡재,한옥체험업,1,경상북도 경주시 칠불암길 60-2 (남산동)
유화,한옥체험업,2,경상북도 경주시 포석로1095번길 30 (사정동)
시휴별당,한옥체험업,3,경상북도 경주시 첨성로49번길 15 (사정동)
한옥스테이 달리,한옥체험업,3,경상북도 경주시 포석로1050번길 40-3 (황남동)
만월재,한옥체험업,2,경상북도 경주시 사정로50번길 11-7 (사정동)
신라헌 프리미엄,한옥체험업,3,경상북도 경주시 포석로 980-24 (황남동)
한옥스테이 정원,한옥체험업,2,경상북도 경주시 마동탑마을길 51 (마동)
신라헌,한옥체험업,9,경상북도 경주시 포석로 980-26 (황남동)
동파랑,한옥체험업,1,경상북도 경주시 양정로98번길 16-6 (황오동)
고와스테이,한옥체험업,2,경상북도 경주시 사정로57번길 7-11 (사정동)
노블리안 형산 독채 한옥풀빌라,한옥체험업,2,경상북도 경주시 강동면 부조중명길 362-31
스테이 안김,한옥체험업,2,경상북도 경주시 첨성로99번길 30-6 (황남동)
소여정,한옥체험업,1,경상북도 경주시 원효로 182-4 (황오동)
경주한옥독채풀빌라펜션 하녹,한옥체험업,6,경상북도 경주시 내남로 515 (율동)
한옥스테이 조아당,한옥체험업,2,경상북도 경주시 원효로213번길 11 (황오동)
여목,한옥체험업,1,경상북도 경주시 금성로182번길 9-7 (사정동)
그루잠,한옥체험업,1,경상북도 경주시 첨성로 31-8 (사정동)
여유재,한옥체험업,1,경상북도 경주시 첨성로 169-17 (인왕동)
넋,한옥체험업,1,경상북도 경주시 보불로 204-7 (하동)
사유시,한옥체험업,2,경상북도 경주시 첨성로49번길 39-2 (사정동)
경주 오늘,한옥체험업,1,경상북도 경주시 포석로1079번길 8-8 (사정동)
경주 시작,한옥체험업,1,경상북도 경주시 포석로1079번길 8-13 (사정동)
한옥스테이 소화,한옥체험업,1,경상북도 경주시 국당2길 5 (사정동)
다락,한옥체험업,1,경상북도 경주시 포석로1095번길 27 (사정동)
읍성 100,한옥체험업,1,경상북도 경주시 북성로66번길 15 (서부동)
채현당 독채한옥풀빌라,한옥체험업,1,경상북도 경주시 금성로183번길 10 (사정동)
노블리안 형산 독채한옥풀빌라,한옥체험업,2,경상북도 경주시 강동면 부조중명길 362-37
노블리안 형산 독채한옥풀빌라,한옥체험업,1,경상북도 경주시 강동면 부조중명길 362-35
아소,한옥체험업,2,경상북도 경주시 첨성로99번길 23-6 (황남동)
불국사한옥 동오당,한옥체험업,3,경상북도 경주시 진티길 5-58 (진현동)
오히,한옥체험업,2,"경상북도 경주시 탑리1길 18-31, 18-33 (탑동)"
우천서당 보존회,한옥체험업,4,경상북도 경주시 문무대왕면 능골연당길 21
오로소이,한옥체험업,1,경상북도 경주시 첨성로 55-5 (사정동)
"여기, 경주 독채한옥풀빌라",한옥체험업,3,경상북도 경주시 내남면 포석로 435-10
무우운,한옥체험업,2,경상북도 경주시 포석로 828-17 (배동)
스테이 능옥,한옥체험업,2,경상북도 경주시 첨성로49번길 36-1 (사정동)
한옥프린스,한옥체험업,1,경상북도 경주시 금성로182번길 15-2 (사정동)
여기 경주 한옥 스테이,한옥체험업,2,경상북도 경주시 내남면 포석로 435-6
황리단잠,한옥체험업,1,경상북도 경주시 첨성로 55-6 (사정동)
석등있는집2,한옥체험업,3,경상북도 경주시 교촌길 39-21 (교동)
석등있는집,한옥체험업,2,경상북도 경주시 교촌안길 15-3 (교동)
그리고 경주,한옥체험업,1,경상북도 경주시 금성로182번길 9-25 (사정동)
안심정,한옥체험업,2,경상북도 경주시 북성로12번길 6-17 (성건동)
조각집,한옥체험업,1,경상북도 경주시 북성로 80-12 (동부동)
시선소가,한옥체험업,3,경상북도 경주시 첨성로49번길 19 (사정동)
알천스테이 한옥커플가족 독채펜션,한옥체험업,1,경상북도 경주시 원효로272번길 3 (구황동)
연지,한옥체험업,2,경상북도 경주시 내남면 포석로 452
